231,T6A,1,1,1.5,Golf,-,,58.52,629.91,19.72,212.27,78.24,842.18,,,RESERVADO
232,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$439,304",
233,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,,RESERVADA
234,T6,1,1,1.5,Golf,-,,58.82,633.14,20.72,223.03,79.54,856.17,,,RESERVADO
235,T6,1,1,1.5,Golf,-,,58.82,633.14,19.22,206.88,78.04,840.02,,,RESERVADA
236,T5,1,1 +,2.5,Golf,Lock-Off,,87.04,936.90,20.28,218.29,107.32,"1,155.19",,"$426,144",
,,,,,,,,,,,,,,,,
,,,3ER NIVEL / 3RD FLOOR,,,,,,,,,,,,,
Apartamento / Unit,Tipologia / Typo,Etapa / Phase,Habitaciones / Bedrooms,Banos / Baths,Vistas / Views,Caracteristica / Feature,,m2    Interior    sqft,,m2     Terraza / Terrace    sqft,,Total,,,Precio / Price,Status
301,T10-piso 2,1,1,1.5,Lago / Lake,Flat,,28.4,305.6976,,,28.4,305.6976,,,RESERVADO
302,T6B,1,1,2.5,Lago / Lake,-,,59.35,638.84,21.74,234.01,81.09,872.85,,,RESERVADO
303,T5B,1,2,2.5,Lago / Lake,Lock-Off,,84.97,914.62,21.90,235.73,106.87,"1,150.35",,,RESERVADO
304,T1,1,1 +,2.5,Lago / Lake,Family Room,,89.06,958.64,19.17,206.35,108.23,"1,164.99",,,RESERVADO
305,T1A,1,1 +,2.5,Lago / Lake,Family Room,,89.06,958.64,19.15,206.13,108.21,"1,164.77",,,RESERVADO
306,T3,1,2,2.5,Lago / Lake,Family Room,,100.88,"1,085.87",19.00,204.52,119.88,"1,290.39",,,RESERVADO
307,T3,1,2,2.5,Lago / Lake,Family Room,,100.88,"1,085.87",18.24,196.34,119.12,"1,282.21",,,RESERVADO
308,T1A,1,1 +,2.5,Lago / Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
309,T1,1,1 +,2.5,Lago / Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
310,T1A,1,1 +,2.5,Lago / Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
311,T4,1,1,1,Lago / Lake,-,,70.20,755.63,16.82,181.05,87.02,936.68,,,bloqueado
329,T7,1,1 +,2.5,Golf,Family Room,,84.24,906.76,18.70,201.29,102.94,"1,108.05",,,RESERVADO
330,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,21.03,226.37,109.64,"1,180.16",,"$432,145",
331,T6A,1,1,1.5,Golf,-,,58.52,629.91,21.03,226.37,79.55,856.28,,,RESERVADO
332,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$440,304",
333,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$440,304",
334,T6,1,1,1.5,Golf,-,,58.82,633.14,18.54,199.56,77.36,832.70,,,RESERVADO
335,T6,1,1,1.5,Golf,-,,58.82,633.14,22.11,237.99,80.93,871.13,,,RESERVADO
336,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,22.21,239.07,110.82,"1,192.87",,"$435,753",
,,,,,,,,,,,,,,,,
,,,4TO NIVEL / 4TH FLOOR,,,,,,,,,,,,,
Apartamento / Unit,Tipologia / Typo,Etapa / Phase,Habitaciones / Bedrooms,Banos / Baths,Vistas / Views,Caracteristica / Feature,,m2    Interior    sqft,,m2     Terraza / Terrace    sqft,,Total,,,Precio / Price,Status
401,T10,1,1,1.5,Mar Y Lago / Ocean and Lake,Flat,,37.36,402.14,10.90,117.33,48.26,519.47,,,RESERVADO
402,T6B,1,1,1.5,Mar Y Lago / Ocean and Lake,-,,59.35,638.84,11.55,124.32,70.90,763.17,,,RESERVADO
403,T5B,1,2,2.5,Mar Y Lago / Ocean and Lake,Lock-Off,,84.97,914.62,22.64,243.70,107.61,"1,158.31",,,RESERVADO
404,T1,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.48,209.68,108.54,"1,168.32",,,RESERVADO
405,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.48,209.68,108.54,"1,168.32",,,RESERVADO
406,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,-,,100.88,"1,085.87",17.95,193.21,118.83,"1,279.09",,,RESERVADO
407,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,-,,100.88,"1,085.87",20.54,221.09,121.42,"1,306.96",,,RESERVADO
408,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.03,204.84,108.09,"1,163.48",,,RESERVADO
409,T1,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.30,207.75,108.36,"1,166.39",,,RESERVADO
410,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.30,207.75,108.36,"1,166.39",,,RESERVADO
411,T4,1,1,1,Mar Y Lago / Ocean and Lake,-,,70.20,755.63,13.34,143.59,83.54,899.22,,,RESERVADA
429,T7,1,1 +,2.5,Golf,Family Room,,84.24,906.76,23.71,255.21,107.95,"1,161.97",,,RESERVADA
430,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,19.93,214.53,108.54,"1,168.32",,"$439,001",
431,T6A,1,1,1.5,Golf,-,,58.52,629.91,19.72,212.27,78.24,842.18,,,RESERVADO
432,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$442,900",
433,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$442,900",
434,T6,1,1,1.5,Golf,-,,58.82,633.14,20.72,223.03,79.54,856.17,,,RESERVADO
435,T6,1,1,1.5,Golf,-,,58.82,633.14,19.22,206.88,78.04,840.02,,,RESERVADA
436,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,20.26,218.08,108.87,"1,171.88",,"$438,474",
,,,,,,,,,,,,,,,,
,,,5TO NIVEL / 5TH FLOOR,,,,,,,,,,,,,
Apartamento / Unit,Tipologia / Typo,Etapa / Phase,Habitaciones / Bedrooms,Banos / Baths,Vistas / Views,Caracteristica / Feature,,m2    Interior    sqft,,m2     Terraza / Terrace    sqft,,Total,,,Precio / Price,Status
501,T10-piso 2,1,1,1.5,Mar Y Lago / Ocean and Lake,Flat,,28.40,305.70,,0.00,28.40,305.70,,,RESERVADO
502,T6B,1,1,1.5,Mar Y Lago / Ocean and Lake,-,,59.35,638.84,21.74,234.01,81.09,872.85,,,RESERVADO
503,T5B,1,2,2.5,Mar Y Lago / Ocean and Lake,Lock-Off,,84.97,914.62,21.90,235.73,106.87,"1,150.35",,,RESERVADO
504,T1,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.17,206.35,108.23,"1,164.99",,,RESERVADO
505,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.15,206.13,108.21,"1,164.77",,,RESERVADA
506,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,Family Room,,100.88,"1,085.87",19.00,204.52,119.88,"1,290.39",,,RESERVADO
507,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,Family Room,,100.88,"1,085.87",17.36,186.86,118.24,"1,272.74",,,RESERVADO
508,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
509,T1,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
510,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.22,206.88,108.28,"1,165.53",,,RESERVADO
511,T4,1,1,1,Mar Y Lago / Ocean and Lake,-,,70.20,755.63,16.82,181.05,87.02,936.68,,,RESERVADO
529,T7,1,1 +,2.5,Golf,Family Room,,84.24,906.76,18.70,201.29,102.94,"1,108.05",,"$408,482",BLOQUEADO
530,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,21.03,226.37,109.64,"1,180.16",,"$436,527",
531,T6A,1,1,1.5,Golf,-,,58.52,629.91,21.03,226.37,79.55,856.28,,,RESERVADO
532,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$449,500",
533,T9,1,1 +,2.5,Golf,Family Room,,99.16,"1,067.36",24.79,266.84,123.95,"1,334.20",,"$449,500",
534,T6,1,1,1.5,Golf,-,,58.82,633.14,18.54,199.56,77.36,832.70,,,RESERVADA
535,T6,1,1,1.5,Golf,-,,58.82,633.14,22.11,237.99,80.93,871.13,,,RESERVADA
536,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,22.21,239.07,110.82,"1,192.87",,"$440,551",
,,,,,,,,,,,,,,,,
,,,6TO NIVEL / PENTHOUSE,,,,,,,,,,,,,
Apartamento / Unit,Tipologia / Typo,Etapa / Phase,Habitaciones / Bedrooms,Banos / Baths,Vistas / Views,Caracteristica / Feature,,m2    Interior    sqft,,m2     Terraza / Terrace    sqft,,Total,,Rooftop m2,Precio / Price,Status
601,T5A,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,87.80,945.08,22.34,240.47,183.24,"1,185.55",73.10,,RESERVADA
602,T5B,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,86.02,925.92,22.94,246.93,181.54,"1,172.85",72.58,,RESERVADA
603,T1,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,88.98,957.78,19.48,209.68,181.04,"1,167.46",72.58,,RESERVADO
604,T1A,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,89.13,959.40,19.48,209.68,181.19,"1,169.08",72.58,,RESERVADO
605,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,100.88,"1,085.87",17.95,193.21,204.39,"1,279.09",85.56,,RESERVADO
606,T3,1,2,2.5,Mar Y Lago / Ocean and Lake,Rooftop,,100.88,"1,085.87",20.54,221.09,206.98,"1,306.96",85.56,,RESERVADO
607,T1A,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.03,204.84,108.09,"1,163.48",,,RESERVADA
608,T1,1,1 +,2.5,Mar Y Lago / Ocean and Lake,Family Room,,89.06,958.64,19.30,207.75,108.36,"1,166.39",,,RESERVADO
625,T7,1,1 +,2.5,Golf,Family Room,,84.24,906.76,23.71,255.21,107.95,"1,161.97",,,RESERVADA
626,T5,1,1 +,2.5,Golf,Lock-Off,,88.61,953.80,19.93,214.53,108.54,"1,168.32",,,RESERVADA
627,T6A,1,1,1.5,Golf,-,,58.52,629.91,19.90,214.20,78.42,844.11,,,RESERVADO
628,T9,1,2,2.5,Golf,Rooftop,,99.02,"1,065.85",24.79,266.84,210.24,"1,332.69",86.43,"$660,000",BLOQUEADA
629,T9,1,2,2.5,Golf,Rooftop,,99.02,"1,065.85",24.79,266.84,210.24,"1,332.69",86.43,"$660,000",
630,T6,1,1,1.5,Golf,Rooftop,,58.82,633.14,20.72,223.03,128.05,856.17,48.51,"$517,000",
631,T6,1,1,1.5,Golf,Rooftop,,58.82,633.14,,0.00,107.33,633.14,48.51,"$412,000",
632,T5,1,2,2.5,Golf,Rooftop,,89.39,962.19,20.26,218.08,186.51,"1,180.27",76.86,"$655,215",
